Campaign,Campaign Type,Campaign Daily Budget,Bidding Strategy,Networks,Ad Group,Ad Group Type,Max CPC,Keyword,Match Type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Final URL,Path 1,Path 2,Ad Type,Headline 1 position,Headline 2 position,Headline 3 position,Campaign Status,Ad Group Status
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,credits tech startup gratuit,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,programme startup cloud,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,programme startup cloud,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,programme startup cloud,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,credits hebergement startup,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,credits hebergement startup,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,credits hebergement startup,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,offres startups tech gratuites,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,offres startups tech gratuites,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,offres startups tech gratuites,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,avantages startup tech france,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,avantages startup tech france,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,avantages startup tech france,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,-coupon,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,-promo code,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,-crack,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,-hack,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,-pirate,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,,,{KeyWord:Credits Tech},{LOCATION(City):en France},{LOCATION(State):France},+5ME de Credits Tech Gratuits,"Google Cloud, AWS, Azure",200+ Offres Startup Gratuites,Jusqu'a 350KE Google Cloud,300KE Credits AWS Gratuits,Acces 100% Gratuit,Obtenez vos Credits en 48h,"OpenAI, Anthropic, Datadog",+5ME d'Outils Tech Offerts,Startup France Credits,On vous Aide a Postuler,Lancez sans Depenser 1E,"+5ME de credits tech gratuits : Google Cloud 350KE, AWS 300KE, Azure 150KE. On vous guide.","200+ offres startup gratuites en un seul endroit. Credits cloud, IA, paiements. Gratuit.","Jusqu'a 350KE Google Cloud, 300KE AWS, 150KE Azure. Acces 100% gratuit et accompagne.","Lancez votre startup IA sans avancer 1E. Meilleurs credits tech : Google, AWS, Microsoft.",https://kenrak.com/#credits,credits-tech,startup,RSA,1,2,3,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,,,{KeyWord:Credits Cloud},{LOCATION(City):en France},{LOCATION(State):France},Credits Cloud Startup France,Jusqu'a 350KE Google Cloud,300KE AWS + 150KE Azure,12 Partenaires Tech,Credits IA Startup Gratuits,"Stripe, Cloudflare, Datadog",Acces Gratuit en 48h,+5ME de Credits Offerts,100% Gratuit pour Startups,On Gere vos Candidatures,Offres Tech au meme Endroit,Demarrez votre Startup,Votre startup merite les meilleurs outils. +5ME de credits tech gratuits. On vous guide.,"Google Cloud 350KE, AWS 300KE, Azure 150KE, Cloudflare 250KE. Credits en un clic.","Arretez de payer le cloud. Credits startup gratuits Google, AWS, Azure. 200+ offres.",Programme exclusif : on vous aide a obtenir vos credits tech startup. Accompagnement.,https://kenrak.com/#credits,credits,gratuits,RSA,1,2,3,,
C3 - Credits Tech Startup,,,,,kenrak.com/#credits,,,,,{KeyWord:Credits Startup},{LOCATION(City):en France},{LOCATION(State):France},+5ME Credits Tech Offerts,Google Cloud + AWS + Azure,200+ Offres Tech Gratuites,Acces Guide et 100% Gratuit,350KE Google Cloud Gratuits,Startup IA : Credits Offerts,Cloudflare 250KE Gratuits,OpenAI + Anthropic Credits,Credits Paiement Stripe,On Postule pour Vous,Obtenez tout en 48 Heures,Programme Credits Startup,"Startup sans depenser 1E en infra. +5ME credits tech gratuits : cloud, IA, analytics.","Pourquoi payer le cloud ? Credits Google, AWS, Azure et 200+ offres. On vous guide.","Guide des credits tech startup en France. 12 partenaires, +5ME d'outils. Acces gratuit.","Tous les credits startup au meme endroit. Google 350KE, AWS 300KE, Azure 150KE. Gratuit.",https://kenrak.com/#credits,offres,startup,RSA,1,2,3,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,Standard,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide creation startup ia france,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide creation startup ia france,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide creation startup ia france,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,bpi france startup ia,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,bpi france startup ia,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,bpi france startup ia,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,subvention startup ia,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,subvention startup ia,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,subvention startup ia,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide etat intelligence artificielle,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide etat intelligence artificielle,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide etat intelligence artificielle,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,france 2030 ia,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,france 2030 ia,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,france 2030 ia,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,cir credit impot recherche ia,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,cir credit impot recherche ia,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,cir credit impot recherche ia,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,financement startup ia france,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,financement startup ia france,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,financement startup ia france,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,bourse french tech,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,bourse french tech,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,bourse french tech,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide innovation ia france,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide innovation ia france,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,aide innovation ia france,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,subvention intelligence artificielle france,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,subvention intelligence artificielle france,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,subvention intelligence artificielle france,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,,,{KeyWord:Aides Startup IA},{LOCATION(City):en France},{LOCATION(State):France},Aides Etat IA Jusqu'a 250KE,"BPI France, CIR, CII, OPCO",France 2030 - Pionniers IA,Subvention IA jusqu'a 100%,CIR : 30% de vos Depenses R&D,Bourse French Tech 30 000E,Aide Startup IA France 2026,On vous Guide pour Postuler,Audit Aides Gratuit,CII : 20% Innovation 80KE,France Num Pret 50 000E,Simulez vos Aides IA,"Aides Etat projet IA : CIR 30%, CII 20%, BPI France 90KE, France 2030. Simulez gratuit.","15 dispositifs d'aide startups IA en France. BPI, CIR, CII, OPCO, France 2030. Gratuit.","Ne laissez pas d'argent sur la table. France finance l'IA : CIR, CII, BPI. Audit gratuit.",L'Etat finance jusqu'a 100% (France 2030). + CIR 30% + Bourse French Tech 30KE. Postulez.,https://kenrak.com/#aides,aides-etat,ia,RSA,1,2,3,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,,,{KeyWord:Financement IA},{LOCATION(City):en France},{LOCATION(State):France},Jusqu'a 250KE d'Aides Etat,CIR 30% + CII 20% Cumules,BPI France 90KE pour l'IA,France 2030 : 100% Finance,Expert en Financement IA,Aides Regionales Startup IA,Obtenez vos Aides en 30 Jours,Audit Eligibilite Gratuit,Bourse French Tech 30KE,+15 Dispositifs d'Aide IA,On Gere vos Dossiers,Simulateur Aides en Ligne,"Expert financement IA. On monte vos dossiers : CIR, CII, BPI, France 2030. Gratuit.",Cumul : CIR 30% + CII 20% + BPI 90KE + Bourse French Tech 30KE + aides regionales.,Votre startup IA a droit a des aides. On vous accompagne : eligibilite et obtention.,"France 2030, BPI, CIR, CII : ne passez a cote d'aucune aide. Audit gratuit 48 heures.",https://kenrak.com/#aides,financement,startup-ia,RSA,1,2,3,,
C3 - Credits Tech Startup,,,,,kenrak.com/#aides,,,,,{KeyWord:Subvention IA},{LOCATION(City):en France},{LOCATION(State):France},Aides IA : CIR + CII + BPI,France 2030 Finance votre IA,30% Remboursement R&D (CIR),Subvention Startup IA 2026,Jusqu'a 250KE Aides Cumulees,Bourse French Tech,On Monte vos Dossiers,Audit Gratuit en 48h,Aides Nationales + Regionales,Financement 100% Possible,Pas de Frais Pas de Risque,Accompagnement Complet,"Subventions IA en France : CIR, CII, BPI, France 2030, aides regionales. Audit gratuit.",Montez votre startup IA avec les aides de l'Etat. On gere vos dossiers. 100% gratuit.,CIR 30% + CII 20% + BPI 90KE : cumulez les aides pour votre projet IA. Simulez gratuit.,"L'Etat investit dans l'IA. Profitez de France 2030, CIR, BPI, +15 dispositifs. Postulez.",https://kenrak.com/#aides,subvention,ia,RSA,1,2,3,,
C4 - DSA Dynamic Search,Search,49,Maximize Conversions,Google Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled,
C4 - DSA Dynamic Search,,,,,DSA - Toutes pages kenrak.com,Standard,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
C4 - DSA Dynamic Search,,,,,DSA - Toutes pages kenrak.com,,,,,,,,,,,,,,,,,,,,Lancez votre business IA sans avancer 1E. Credits tech + aides Etat + formation financee. Centre Qualiopi.,+5ME de credits tech gratuits + formation IA financee a 100% par votre OPCO. On s'occupe de tout pour vous.,,,https://kenrak.com,,,Dynamic search ad,,,,,
C4 - DSA Dynamic Search,,,,,DSA - Toutes pages kenrak.com,,,,,,,,,,,,,,,,,,,,"Formation IA et credits tech startup en France. OPCO, alternance CFA, aides Etat. Acces 100% gratuit.","Centre certifie Qualiopi. Credits Google Cloud, AWS, Azure gratuits + formation IA financee. Demandez votre acces.",,,https://kenrak.com,,,Dynamic search ad,,,,,
C4 - DSA Dynamic Search,,,,,DSA - Pages Credits kenrak.com,Standard,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
C4 - DSA Dynamic Search,,,,,DSA - Pages Credits kenrak.com,,,,,,,,,,,,,,,,,,,,"Accedez a +5ME de credits tech gratuits : Google Cloud, AWS, Azure et 200+ offres startup. Acces gratuit.","Tous les credits tech startup en un seul endroit. Google Cloud 350KE, AWS 300KE, Azure 150KE. Gratuit.",,,https://kenrak.com/#credits,,,Dynamic search ad,,,,,
C4 - DSA Dynamic Search,,,,,DSA - Pages Credits kenrak.com,,,,,,,,,,,,,,,,,,,,"Credits cloud startup gratuits : Google 350KE, AWS 300KE, Azure 150KE, Cloudflare 250KE. On vous guide.",Pourquoi payer pour du cloud ? Obtenez tous vos credits tech startup gratuitement. 12 partenaires. 100% gratuit.,,,https://kenrak.com/#credits,,,Dynamic search ad,,,,,
C4 - DSA Dynamic Search,,,,,DSA - Pages Formation kenrak.com,Standard,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
C4 - DSA Dynamic Search,,,,,DSA - Pages Formation kenrak.com,,,,,,,,,,,,,,,,,,,,Formation IA financee a 100% par OPCO ou alternance CFA. Centre certifie Qualiopi. Inscriptions ouvertes 2026.,"Salarie ou candidat ? Votre formation IA est financee. OPCO pour entreprises, CFA pour alternance. 0E a avancer.",,,https://kenrak.com/#entreprise,,,Dynamic search ad,,,,,
C4 - DSA Dynamic Search,,,,,DSA - Pages Formation kenrak.com,,,,,,,,,,,,,,,,,,,,"Alternance IA remuneree + formation entreprise OPCO. Centre CFA agree Qualiopi. Agents IA, ChatGPT, automations.",La meilleure formation IA en France. 100% financee pour salaries (OPCO) et alternants (CFA). Postulez maintenant.,,,https://kenrak.com/#alternance,,,Dynamic search ad,,,,,
C5 - Vibe Business Fund,Search,49,Maximize Conversions,Google Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,Standard,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,startup studio ia france,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,startup studio ia france,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,startup studio ia france,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer startup intelligence artificielle,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer startup intelligence artificielle,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer startup intelligence artificielle,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,lancer business ia,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,lancer business ia,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,lancer business ia,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,incubateur ia france,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,incubateur ia france,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,incubateur ia france,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,accelerateur startup ia,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,accelerateur startup ia,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,accelerateur startup ia,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer entreprise ia sans argent,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer entreprise ia sans argent,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer entreprise ia sans argent,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,business ia rentable,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,business ia rentable,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,business ia rentable,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,vibe business ia,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,vibe business ia,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,vibe business ia,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,entrepreneuriat ia france,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,entrepreneuriat ia france,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,entrepreneuriat ia france,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer saas ia,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer saas ia,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,creer saas ia,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,-stage,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,-emploi,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,-salaire,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,-CDI,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,,,{KeyWord:Business IA},{LOCATION(City):en France},{LOCATION(State):France},Lancez votre Business IA a 0E,Startup Studio IA France,Credits + Aides + Formation,Vibe Business France 2026,Creez votre Startup IA,On Finance votre Projet IA,De 0 a Startup en 3 Mois,Marketplace Business IA,Incubateur IA France,L'IA Cree votre Business,Startup IA Sans Capital,Programme Exclusif IA,Startup IA sans avancer 1E. 5ME credits tech + aides Etat 250KE + formation financee.,"Le Startup Studio IA. Credits, formation et financement pour lancer votre business IA.",Micro-entreprises IA autonomes. Marketplace achat/vente business IA. Vibe Business Fund.,Plus besoin de capital pour un business IA. Credits tech + aides Etat + formation OPCO.,https://kenrak.com/#fund,vibe-business,ia,RSA,1,2,3,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,,,{KeyWord:Startup IA},{LOCATION(City):en France},{LOCATION(State):France},Creez votre Startup IA a 0E,Vibe Business Fund France,+5ME Credits Tech Offerts,Aides Etat jusqu'a 250KE,Formation IA Financee OPCO,Accelerateur Startup IA,Portefeuille Business IA,Rejoignez le Mouvement IA,Lancez en 3 Mois,Achat/Vente Business IA,Sans Investissement Initial,Accompagnement A a Z,Le programme qui lance votre startup IA : credits tech + aides Etat + formation. 0E.,"Rejoignez le Vibe Business Fund. Outils, financement et formation pour l'IA. Postulez.",Achetez ou creez des micro-business IA rentables. Marketplace exclusive. Rejoignez-nous.,Pas de capital ? Credits Google/AWS/Azure + aides BPI/CIR + formation OPCO. Lancez-vous.,https://kenrak.com/#fund,startup,studio-ia,RSA,1,2,3,,
C5 - Vibe Business Fund,,,,,kenrak.com/#fund,,,,,{KeyWord:Entrepreneur IA},{LOCATION(City):en France},{LOCATION(State):France},Business IA Sans Capital,Startup Studio IA 2026,Credits + Formation + Aides,Le Vibe Business commence ici,Creez un SaaS IA Rentable,On Finance votre Lancement,Incubateur IA Exclusif,+200 Offres Tech Gratuites,Marketplace Business IA,De l'Idee au Business IA,Programme IA France 2026,Postulez Maintenant,"Entrepreneur IA sans argent. Credits tech, formation OPCO, aides Etat. Apportez l'idee.","Vibe Business Fund : accelerateur IA. Credits, formation et financement. Programme France.",Business IA rentable en 3 mois. Startup Studio + accompagnement. Credits + aides inclus.,L'IA rend l'entrepreneuriat accessible. 0E d'investissement. On vous donne tout. Postulez.,https://kenrak.com/#fund,entrepreneur,ia,RSA,1,2,3,,
